site,게시판,제목,URL,작성자,작성시간,조회수,댓글 수,좋아요 수,본문
클리앙,굴당,BYD 아토3 전시차 보고 왔습니다,https://www.clien.net/service/board/cm_car/18901720?combine=true&q=%EC%95%84%EB%B0%98%EB%96%BC&p=2&sort=recency&boardCd=&isBoard=false,iterator,2025-01-19 21:36:36,9166,34,0,"






이 차를 둘러본 소감을 한 마디로 표현하면 '나쁘지 않다' 입니다.

외부는 호불호가 있을지언정 '극혐'할 정도는 아니었고 저는 모난 곳 없이 깔끔한 디자인으로 보여 만족스러웠습니다.
실내는 사진으로 봤을 때 싼마이 플라스틱으로 도배되어 있을 줄 알았는데 손이 닿을만한 부분의 플라스틱은 우레탄 코팅을 해놔서 촉감이 괜찮았습니다.
은색 플라스틱은  헤어라인 표현까지 해놔서 금속 질감을 내려고 노력한 흔적이 보였습니다.
저 괴상한 모양의 송풍구도 쌩 플라스틱이 아니라 도금처리를 해놔서 실제로 보면 적당히 번쩍거려서 너무 싼티가 나진 않았습니다.
시트의 가죽도 상당히 야들야들 하고 푹신해서 맘에 들었고 무엇보다도 맘에 든건 후석 좌판의 길이가 이 급의 현기차들에 비해 길어서 착좌감이 매우 편했다는 겁니다.
건장한 체격의 남성이 앉아도 적당히 쩍벌 해서 앉으면 편한 자세가 나오더군요.
단점이라면 후석 등받이가 약간 서있다는 점과 전 트림 파노라마 썬루프가 기본이라 앉은 키가 큰 사람은 천장에 머리가 닿아서 불편한 정도?
논란의 기타줄은 블랙 인테리어가 되니까 별로 티가 안납니다.
만약에 구매의향이 있다면 무조건 블랙 인테리어로 하세요.

센터 스크린은 터치 반응이 엄청 빠릿했고 무선 카플레이, 무선 안드오토를 지원하고 세 손가락 조작으로 온도조절과 풍량조절을 바로 할 수 있는 점이 맘에 들었습니다.
그리고 스피커도 중국 사람들이 사운드 품질에 엄청 예민하다고 들었는데 이 급의 차에서 나올 수 있는 소리인가 싶을 정도로 매우 인상적이었습니다.
특히 네비게이션은 순정으로 티맵이 들어가 있는데 지금 타고 있는 차의 5W세대 네비게이션 보다가 이 차 내비를 조작해보고 눈물이 날 뻔했습니다.
안그래도 네비 업데이트 유기당한거 때문에 차에 정 떨어지고 있었는데 충동적으로 구매할 뻔했지만 참았습니다 -.-;

매장을 둘러보는 동안 장년층 부부, 미취학아동과 동반한 가족, 이제 막 성년이 된 것같은 자녀과 동반한 가족 등 의외로 다양한 사람들이 차를 보러 오더군요.
그리고 이 사람들이 하는 말 중에 가장 많이 들렸던게 '괜찮네?' 라는 소리였습니다.
이정도 반응이면 시간이 흐를수록 입소문을 통해 판매에 긍정적인 영향이 있을 거라 보였습니다.
저도 실물로 보기 전까진 반신반의 했는데 볼수록 '괜찮네' 라는 소리가 연달아 나왔으니 여러분도 시간 되실때 전시장에 가서 실물을 보고 오시면 괜찮은 경험이 될 것 같습니다."
클리앙,굴당,어머니가 세차장 바가지를 쓰고 오셨네요 ㅎㅎ,https://www.clien.net/service/board/cm_car/18900667?combine=true&q=%EC%95%84%EB%B0%98%EB%96%BC&p=2&sort=recency&boardCd=&isBoard=false,앵베르,2025-01-18 20:57:22,6716,15,0,"스피드 손세차장 준중형 15,000원 하는곳이
네이버 리뷰가 괜찮아보여 어머니에게 추천드렸습니다.
오늘 다녀오셨는데 아반떼 세차를 6만원을 주고 오셨네요 ㅎㅎ

같은 체인 브랜드 일반 손세차장은 아반떼 실내외를 38,000원이면 하는데 도대체 납득이 안되어 전화를 해봤습니다.

원래 오전에 하러 가셔서 대기가 길다는 얘기에
오후 5시로 예약을 하시고 다시 가신건데
오전에 방문했을 때 저희 어머니가 실내까지 풀코스로 해 달라고 하셨다는 겁니다.
제가 헷갈린게 아니냐 물으니 그럴리 없다고 분명하다고 하시네요.

해당 업장에 가격표는 실외 세차 비용만 나와있어서
실내 세차 비용 고지된게 있냐 물어보니 답을 안해서 재차 물어보니
실내세차까지 하면 5만원부터 시작이랍니다 ㅎㅎ
거기에 오염도가 높아서 만원 추가했다네요

전화 이후 블랙박스를 까보니
오전 방문당시 사장님도, 저희 어머니도 실내세차나 금액 이야기는 꺼내지도 않았고 시간약속만 잡았습니다.

상식적으로 저런 스피드류  세차장에 누가 아반떼를 6만원씩 줘가며 세차를 할까요..?
블랙박스를 봐보니
개러지 입고 ~ 어머니가 차에 앉아 출고 되기까지 18여분이 걸렸고,
개러지에서 나와 주차(드라잉 시작)~출고까지 6분이 걸렸습니다.

35,000원짜리 실내세차가 6분도 안걸렸다는게 도무지 납득이 안가네요.
전화도 안받아서 내일 찾아가볼까 싶습니다.





"
클리앙,굴당,"BYD는 회사 법인차로, 렌트카로, 택시로 먼저 우리에게 다가올거에요. 현대화이팅..",https://www.clien.net/service/board/cm_car/18899984?combine=true&q=%EC%95%84%EB%B0%98%EB%96%BC&p=2&sort=recency&boardCd=&isBoard=false,재미난거없나요,2025-01-17 16:10:11,7482,45,0,"수입차는 bmw만 3대 바꿔가며 탈 정도로 bmw 매니아입니다.
중국 전기차가 한국 진출을 하네 어쩌네 할 때 관심도 없었습니다.
근데 테슬라의 FSD13을 시작으로 중국차의 반자율 주행 관련 영상이 알고리즘에 뜨기시작하면서 급 관심이 생겼습니다.

예전에는 중국차 하면 ""야 그거 달리다가 바퀴빠지고, 엔진떨어지는 거아니냐"" 라며 비웃었는데,
이제는 그게 아닌 시대가 되었습니다.
고속도로 지방국도 등에서의 반자율, 자율주행 수준은 물론이고 멀지않아 door to door 까지 차가 알아서 해주는 시대가 올 것 같다라는 생각을 요즘 자주합니다.

처음에는 중국차니까.. 개무시 당하면서 아무도 내 개인차로는 사려고 하지 않겠지요..
근데 렌트로.. 여러 법인회사의 영업용, 또는 출장용 법인차로 풀리기 시작하면서 거부감이 사라지고, 만약 자율주행,반자율 주행에 사람들이 적응한다면, 무서운 속도로 점유율이 올라 갈 수 있다고 생각합니다.

한국의 주요 산업 아이템인 자동차를 위해 중국을 불매해야 하는것인가..
내 소중한 지갑을 위해 중국차의 진출로 현기,수입차의 가격이 낮아지는걸 기대해야하는가 잘 모르겠습니다.

앞으로 1~2년 후에 새로차를 바꿀 예정인데.. 이대로라면 그때는 독일차는 제 선택지에 없을수도 있을 것 같아요..
현대기아 전기차 시대에 맞춰 잘 성장하고 있는것 같은데 자율주행 관련 소프트웨어 분야에 좀 더 힘내줬으면 좋겠어요.
생산직 월급도 좋고 킹산직도 좋은데 소프트웨어 관련 인원들 2억이고 3억이고 줘서 정말 미친듯이 개발해야 될 시기라고 봅니다.

최상의 시나리오는 BYD의 한국 진출로 현대차는 가격이 내려가고.. 자율주행 등 소프트웨어 혁신이 뒷받침 되어
현대기아 또는 독3사에서도 이런 소프트웨어 기반의 기능들이 탄탄해 지면 좋겠습니다."
클리앙,굴당,장기주차 상황 시 배터리 단자 분리해본 적 있으신가요?,https://www.clien.net/service/board/cm_car/18899492?combine=true&q=%EC%95%84%EB%B0%98%EB%96%BC&p=2&sort=recency&boardCd=&isBoard=false,렉쓰,2025-01-16 22:44:15,6232,14,0,"차를 끌 일이 많이 사라져서 일주일에 한번씩 강제 드라이브 중입니다.
기름값도 비싼데 계속 이 짓 하는 게 너무 귀찮아서 한달에 한번 정도만 나가고 싶은데 결국 방전이 걱정이네요. 한번 방전되면 배터리 효율도 낮아지니 그냥 방치하기도 영 싫고...
배터리 마이너스 단자를 분리해두면 대기전력이 완전 차단된다고 해서 그렇게 해볼까 싶은데, 실제로 이런 식으로 장기주차 관리하는 분이 계실까요? 후기를 듣고 싶습니다."
클리앙,굴당,쏘카 캐스퍼를 타보고 나니 ..,https://www.clien.net/service/board/cm_car/18899253?combine=true&q=%EC%95%84%EB%B0%98%EB%96%BC&p=2&sort=recency&boardCd=&isBoard=false,혀기짱,2025-01-16 15:36:11,5285,8,0,"어제 집에갈 때 쏘카 캐스퍼 편도를 이용해 봤습니다. 거진 택시비보다 저렴하더라구요. 우선 레이 차주로써 첫 느낌은 와 생각보다 딴딴한 느낌인데? 라고 할까요. 레이는 참 얇고 연약해 보인다 하면. 그런데 참 .. 실내등이 앞에만 있어 뒷좌석은 .. .어둠의 ... 영역이라고 할까요 ..

그나저나. 예네는 무슨 생각을 갖고 사야에 방해가 되는 위치에 블랙박스를 설치했는지 모르겠더라고요. 한쪽눈으로만 운전을 해야 하는 느낌이랄까 ... 궁예가 운전하면 이런 느낌이겠군!? 정도.



확실히 차는 이뻤어요 ㅋ"
클리앙,굴당,BYD 런칭의 결과가 어떨지..,https://www.clien.net/service/board/cm_car/18899091?combine=true&q=%EC%95%84%EB%B0%98%EB%96%BC&p=2&sort=recency&boardCd=&isBoard=false,똘멩이,2025-01-16 12:24:06,5959,55,0,"BYD를 시작으로 중국 메이커들이 들어올텐데 기대하시는분, 걱정하시는분 다양하게 계신거 같습니다
개인적으로 당장은 힘들다보는데 과연 중국산 가전제품처럼 천천히 인식이 바뀔지, 그렇다면 시장에서 어느정도 위치를 가져갈지 궁금하긴 합니다
일단 국내엔 현대기아라는 글로벌 탑3 메이커가 있죠 중국 메이커 입장에서 이겨내는건 쉽지 않을겁니다
우리나라에서 영업용 제외 자동차라는건 과시의 의미를 빼놓을수 없을거에요 저라면 왜 중국 메이커 차를 샀냐는 주변 시선을 감당할 자신이 아직은 없습니다
중국산 볼보, 테슬라 판매량을 보면 어디에서 만들었는지보다 어떤 배지를 달았냐가 중요하다고 볼 수 있을겁니다
BYD는 배지의 강점이 전혀 없다고 봐야죠 오히려 중국메이커라는 배지는 마이너스겠죠? 오로지 가격인데 가격 경쟁력으로만 국내시장에서 먹힐까요? 어렵다고 봅니다 아토3보다 저렴한 셀토스, 아반떼라는 아주 훌륭한 대안이 존재하니까요
국내거주 중국인, 렌트로 판매량은 어느정도 나오긴하겠지만 당장 덤핑, 불공정한 경쟁 운운할 정도로 나약한 국내 시장은 아니라고 봅니다 걱정보다는 KGM, 르노, GM이 더욱 분발하는 계기가 되었으면 해요
근데 GM은 왠지 아무것도 안할거 같아요 진짜 아~무것도 안할거 같아요 이렇게 끝맺음은 GM으로.."
클리앙,굴당,30대 중후반인데 새 차 고민됩니다 ㅠ,https://www.clien.net/service/board/cm_car/18898580?combine=true&q=%EC%95%84%EB%B0%98%EB%96%BC&p=2&sort=recency&boardCd=&isBoard=false,오냥겜쟁이,2025-01-15 17:31:29,6875,51,0,"2세가 태어나서 넓은 차로 바꾸려고합니다.

현재 아반떼 MD 15년식 가솔린으로, 급하게 필요해서 잠깐 타려고 1년전에 중고 구매했습니다.  도심 11 / 고속 22 정도로 주행 중입니다.

저는 30대 후반 남성이고, 연봉은 1억초반정도 입니다.
차량 예상 구매 한도는 Max 7천보고 있습니다.
출퇴근 거리가 있고 상주 개념이라 기름 값 지원도 넉넉하게 나와서 더 할부를 땡기고 싶은데... 애기 탄생과 최근에 분양한 집에 입주하면서 돈이 많이 나가네요 ㅠㅠㅠ

용도는 거의 출퇴근(하루 왕복 100km)
주말 가벼운 외출입니다.  애가 태어나면 캠핑도 다니고 외출도 많이 할거 같아서 큰 차를 고민 중입니다.

현재까지 시승까지하고 둘러본 차는
그랑 콜레오스
쏘렌토 하이브리드
V60 CC B6
S90
XC60 B5

이고, 가장 무난하고 매력있는 V60과
가장 무난한 쏘렌토정도네요...  쏘렌토는 대기가 길어서 싫고 ㅠ V60은 옛날과 다르게 바로나온다고해서... 그게 좋습니다.

근데 또..... 볼보는 이번달까지 90시리즈 한해서 30만원에 2년 더해서 총 5년 무상보증해준다는게 메리트라 S90도 고민에 들어가버리네요 ㅠ

결국 혼자 고민해본 짧은 경험과 지식으로 최종 V60 vs S90 인거 같은데요...

다른 BMW랑 벤츠도 궁금한데... 가격대가 안맞는거 같고
무엇보다 제가 차에 엄청 관심이 많던 사람이 아니라서
부랴부랴 리뷰 찾아보고 대충 아무거나 비교 영상 보는데...

그것보다 여기계신 실제 고수님등한테 물어보는게 좋을거 같아서 글 올립니다.

긴 글 읽어주셔서 너무너무 감사드립니다.
좋은 하루되세요!"
클리앙,굴당,BYD는 전기차가 아니라 기성 내연기관 차량과의 가격 경쟁이 관건일 것 같습니다,https://www.clien.net/service/board/cm_car/18897524?combine=true&q=%EC%95%84%EB%B0%98%EB%96%BC&p=2&sort=recency&boardCd=&isBoard=false,따라란!,2025-01-15 01:34:45,9628,32,0,"물론 전기차가 더 유지비가 저렴한건 사실이지만, 중국차 특유의 낮은 신뢰성과 절대적인 가격 자체를 생각하면 '저가 자동차'라기엔 조금 어려운 감이 있습니다. 3, 4천만 원대 자동차를 쉽게 살 수 있는 사람이 많지는 않지요.

대략 지금 현기 내연기관 동급 모델과 가격이 비슷하거나 약간 저렴한 듯 한데, 유지비는 더 들더라도 낮은 감가상각과 쉬운 유지보수라는 내수의 무기를 들고 있는 현대에게 어떻게 도전할 수 있을지가 성패를 좌우할 것 같습니다. (캐스퍼 EV 등은 너무 작아서 경쟁모델이 안 되니 논외. 이미 레이EV는 사망 직전입니다)

안 그래도 지난 몇 년간 한국에 들어온 중국차들이 포톤 툰랜드, 선롱 듀에고 등 삼류 제조사들인 탓에 단 몇 년 만에 도망치면서 사이드미러조차 수급이 안 되어 폐차하는 최악의 사례가 여럿 발생했던 터라 바닥을 치고 있는 신뢰성도 문제겠고요.

분명 공격적인 가격은 맞는데, 차라리 렌트처럼 부담을 덜 방도가 나오지 않는 이상 뭔가... 뭔가 애매한 가격 같습니다. 특히 현기 내연기관 모델과 비교할 때 말이지요.

중국에서는 중국내 생산이 아닐 경우 막대한 관세를 물리고, 최근엔 내연기관 차량에게 번호판 발급이 늦어지는 등의 강력한 억제 정책으로 전기차 비중이 크게 높아지며 BMW i3(G20 3시리즈의 조잡한 전동화, 저온 주행거리가 상온의 50% 미만일 정도) 같은 땜빵 모델이라도 부랴부랴 내놓는 중인데요. 비야디는 이런 내수 저가 전기차 시장을 잘 공략한 회사이지만, 그게 해외에서는 먹힐지 모르겠습니다.

개인적으론 비야디보단 살짝 윗급이나, 차라리 니오가 들어왔으면 괜찮겠단 생각이 들었는데 어쩌다 비야디가 먼저 들어온건진 의문입니다. 비야디의 의지였겠지만요.


중국에서 전시차들과 디디 여럿 타본 소감으로는, 물론 많이 발전한건 맞지만 여전히 한 5년-10년 정도는 차이가 난다고 느껴졌는데요. 비야디는 개중에서도 개도국 모델이라 더더욱 낮다고 느껴졌습니다.

아반떼와 비교해도 의문이 들 정도의 완성도였고 유럽에서도 그리 높은 평가를 받지 못 했던 것으로 기억하는데 한국에서 어떻게 될지 궁금하네요.

중국차라 해도 지리 같은 곳은 이미 퀄리티가 글로벌 수준으로 좋죠. 그랑 콜레오스가 마케팅이 최악이라 그렇지, 차 자체만 본다면 르노보다 훨 좋은 것 같습니다. 중국차 중에서도 (현지 가격 5천이 넘는) 좋은 차들은 꽤 좋습니다. 다만 고급차들은 시트가 마치 2000년대 이전 국산 고급차처럼 푹 꺼지는 이상한 구조인게 불만이었습니다.

경쟁 모델이 나오는건 환영합니다만, 비야디의 퀄리티는 선진국 자동차 기준에서 보면 여전히 물음표가 떠오르는 수준이라 가격 이외의 프로모션 대책이 필요할 것 같다고 생각합니다.

"
클리앙,굴당,아토3 국내 출시가 코앞인데 페리 모델이 등장했습니다,https://www.clien.net/service/board/cm_car/18897488?combine=true&q=%EC%95%84%EB%B0%98%EB%96%BC&p=2&sort=recency&boardCd=&isBoard=false,iterator,2025-01-15 00:00:59,10.9 k,14,0,"







중국에서도 오늘 올라온 따끈따끈한 소식이네요 ;
기존 아토3 디자인에서 과했던 라인들을 깔끔하게 다듬은 정도의 변화인데 전체 인상이 많이 좋아졌습니다.
실내도 최신 BYD 디자인을 따를 것으로 보여 기존 아토3의 못봐줄 디자인은 이제 작별일듯 합니다.
전면 스테레오 카메라, 사이드 카메라 등 올해부터 출시되는 모든 신차에 도심 자율주행 지원하겠다는 계획을
달성하기 위해 관련 하드웨어들도 빠짐없이 탑재되어 있습니다.
기존 아토3의 디자인이 부담스러우신 분들은 좀만 존버하시면 한국에도 페리 모델로 들어오지 않을까요?
일단 사진으로만 봤을때는 기다릴만한 가치가 있어 보입니다."
클리앙,아질게,집에서 사용하는 임팩트전동드릴공구 추천 부탁드립ㄴ다,https://www.clien.net/service/board/kin/18897396?combine=true&q=%EC%95%84%EB%B0%98%EB%96%BC&p=2&sort=recency&boardCd=&isBoard=false,옆집텐트,2025-01-14 20:52:13,4158,7,0,"제목 그대로 입니다

약한 보쉬쓰다가 조금 좋은걸로 구매 하고 싶어서요"
클리앙,굴당,아토3 생각보다 실내가 영 별로인데요?,https://www.clien.net/service/board/cm_car/18897346?combine=true&q=%EC%95%84%EB%B0%98%EB%96%BC&p=2&sort=recency&boardCd=&isBoard=false,이금기굴소스,2025-01-14 19:43:27,7225,31,0,"







대충 좀 찾아봤는데..

좋게 말해서 전위적이고 나쁘게 말해서 정말 괴상한 인테리어라고 생각합니다

에어컨 송풍구 디자인이 저게 뭔지 진짜 ..





5인치 계기판도 꽤 충격적인 모습입니다

이 정도면 솔직히 좀 많이 싸게 팔아도 팔릴까 말까 한 모습입니다

중국 전기차 실내 중에 이거보다 이쁜 거 수두룩빽빽한데 왜 하필 이런 걸 골라서 가져왔는지.."
클리앙,굴당,"[단독] '中공세·캐즘 정면돌파'…기아, `기본형 EV6` 재출시",https://www.clien.net/service/board/cm_car/18896921?combine=true&q=%EC%95%84%EB%B0%98%EB%96%BC&p=2&sort=recency&boardCd=&isBoard=false,N/A,2025-01-14 09:37:10,3786,7,0,"3일 업계에 따르면 기아는 최근 '더 뉴 EV6 스탠다드' 트림을 다시 살렸다. 이 차량은 63.0kwh 용량의 기본형 배터리를 탑재해 1회 충전 시 382㎞(복합, 스탠다드 2WD, 19인치 기준) 주행 가능하다. 이는 도심 내 일상 주행에 최적화된 모델로 실용성을 극대화했다.
    파워트레인은 최고출력 170마력, 최대토크 350Nm의 성능을 발휘하는 싱글 모터를 적용했다. 차체는 전장 4695㎜, 전폭 1880㎜, 축거 2900㎜로 롱레인지 모델과 동일하다.
    스탠다드는 라이트, 에어, 어스 등 3가지 트림으로 운영된다. 가장 관심을 끄는 가격대는 세제 혜택 적용시 기본형인 라이트 트림이 4660만원부터 시작해 롱레인지 라이트(5060만원)보다 400만원가량 저렴하다. 중간급인 에어는 5130만원, 최상위 어스 트림은 5535만원이다.
    기아는 2021년 EV6를 첫 출시할 당시 스탠다드와 롱레인지 모델을 모두 출시했지만, 작년 5월 부분변경 모델을 선보이면서 스탠다드 모델은 제외했다. 롱레인지 구매 비중이 90%를 넘긴 것이 배경이었다.
    하지만 작년 6월 출시한 보급형 전기차 모델인 EV3가 호평을 받으며 판매가 호조를 보이고, 뒤이어 선보인 캐스퍼 일렉트릭도 높은 인기를 끌면서 EV6도 스탠다드 모델 재출시를 결정했다. 둔화된 전기차 시장의 성장세 이끌고자 하는 의지가 반영됐다.
    기아는 올 상반기 전기 세단 EV4, 하반기 전기 SUV EV5를 선보이면서 가성비 전기차 시장을 주도한다는 전략이다. 업계 관계자는 ""합리적인 가격의 모델이 출시되면서 더 많은 고객들이 전기차의 매력을 경험할 것으로 기대된다""며 ""실용성 중심의 라인업 확대가 완성차 업계 전반의 새로운 트렌드로 자리잡을 전망""이라고 말했다.
    여기에 가격 경쟁력을 무기로 한 중국산 전기차가 국내 자동차 시장에도 본격 등장할 예정인 만큼 이에 대한 대응 일환으로도 풀이된다."
클리앙,굴당,현재 nf쏘나타 나 트랜스폼 타고 있는 분 있나요?,https://www.clien.net/service/board/cm_car/18896786?combine=true&q=%EC%95%84%EB%B0%98%EB%96%BC&p=2&sort=recency&boardCd=&isBoard=false,바마라다나가,2025-01-14 00:13:43,6254,52,0,"혹시 지금 nf나 아니면 트랜스폼 운용 중이신 분이 있으시다면, 시간 되실 때 잠시 시간을 내어주셔서 잠시 태워주시거나, 가능하시다면 시승도 시켜주시면 진심으로 감사하겠습니다. 그에 따른 유류비와 사례비와, 만약에 시승을 한다면 보험비까지 제가 전부 다 부담하도록 하겠습니다.

다름이 아니라, 해외 살이를 하다가 얼마 전에 한국으로 영구 귀국을 한 전 외노자입니다. 그리고 유럽 현지에서 타던 차 (유럽형 nf쏘나타)를 한국으로 이삿짐으로 가지고 오게 되었습니다. 아무래도 한국에서 유지보수도 저렴하고 쉬운 차이고 안 그래도 한국에서 어차피 차가 필요했는데, 상태는 너무 좋아서 폐차하긴 아깝고 팔리지는 않아서, 그리고 유럽에서 얘 타고 다니면서 많이 도움도 많이 받고 정도 많이 들어 한국으로 데려오게 되었습니다.

하지만, 제가 모르는 고장들도 있을 수 있고, 이걸 수리를 해야되나 말아야되나 하는 애매한 부분들도 있고, 그리고 제 차 상태가 어떤 편인지도 조금이라도 가늠하고자 이렇게 실례를 무릅쓰고 시승 요청을 하게 되었습니다. 아무래도 유럽 현지에서는 nf쏘나타 차량이 완전 극 레어탬이라 다른 차 타 보면서 비교도 할 수도 없었던 노릇이고, 현재 한국에서는 nf나 트랜스폼 타는 지인이나 친구가 하나도 없습니다ㅠㅠ"
클리앙,사용기,복합기 프린터 프린트 삼성 SL-C563W 1년 사용기,https://www.clien.net/service/board/use/18896706?combine=true&q=%EC%95%84%EB%B0%98%EB%96%BC&p=2&sort=recency&boardCd=&isBoard=false,플라워85,2025-01-13 21:48:49,89.5 k,32,0,"
업무용으로 청약서나 기타 고객에게 줄 서류를 프린트 하기 위해서 구매.
결국에는 장터에 팔게 됐는데, 그 이유에 대해서 사용기를 남깁니다.
저처럼 서류만 뽑아서 사용하시는 분들이 참고 하시면 좋을 듯 합니다.


거대하고 빠르고 별다른 오류가 없이 잘 나옵니다. 서류를 뽑는데는 차고도 넘칩니다.
하지만 유지 비용이 굉장히 많이 듭니다.

산지 얼마 안된거 같은 토너를 또 구매해야 하고 또 구매해야 하고, 그러다가 소모품도 교체하라고 안내가 나옵니다.
그럼 그것도 또 구매해서 사용해야 하고.. 인터넷에 보니 무제한으로 바꾸는 방법도 있다고는 하는데 어차피 토너는

1년간 이녀석 때문에 굉장히 업무효율이 올라갔던것도 사실인데
잉크젯 프린터를 우연히 보게 됐는데 서류를 뽑는데 오히려 이게 효율이 좋겠다 싶어서 알아보니

대략 계산 했을때 1000장마다 블랙+컬러 토너 구입 5-6만원 들었다면,
새로 잉크젯을 샀을때 7000장마다 3-5만원 든다고 쳤을때 훨씬 좋을거 같단 생각이 들더군요.

내역에는 다 안나와있지만 더 많이 구입을 했었고, 그나마 호환용으로 써서 유지를 할 수 있었던거 같습니다.

프린터기사를 했던 형에게 물어보니 이렇게 답변을 줬습니다.
















"
클리앙,굴당,차를 팔아버렸다네요.,https://www.clien.net/service/board/cm_car/18896683?combine=true&q=%EC%95%84%EB%B0%98%EB%96%BC&p=2&sort=recency&boardCd=&isBoard=false,houseblended,2025-01-13 21:06:08,4614,3,0,"직장 선배가 있습니다.
23년인지 24년인지 기억은 안나는데 아무튼 보증이 남아있고 키로수도 얼마 안된 아반떼를 소유하고 있습니다.
주중에는 그냥 외부 주차장에 세워두고 주말에만 운행을 하는거 같습니다.
주말에 얼마나 운행을 하는지는 모르고요.
아무튼 저번주에 시동이 또 안걸린다고 하더라고요.
아마도 날씨가 추우니깐 방전 걱정이 되었나봐요.
시동이 안걸린 횟수가 여러번이거 같더라고요.
이거로 서비스센터에 갔었다고 하고요.
결과는 배터리는 아무 문제가 없다...


보험 긴급출동을 불러서 시동을 걸고서는 배터리 바꾸러 갔다 오겠다고 하더라고요.
새거로 바꾸고 오더니 그냥 차를 팔아버리겠다고 해서 20여만원 주고 배터리 교체했는데 팔면 아깝지 않냐고 하니
말썽생기는 저 차량으로 스트레스 받기 싫다고 하더라고요.

솔직히 저는 그냥 화가 나니깐 하는 말로 생각했습니다.

오늘 출근해서 차 괜찮냐고 물어보니...
팔았다네요~
이 선배는 화끈한 성격의 소유자인거를 이제 알았네요.
"
클리앙,굴당,뻘한 사고실험 : FWD / RWD / AWD 감각만으로 구분하기?,https://www.clien.net/service/board/cm_car/18895942?combine=true&q=%EC%95%84%EB%B0%98%EB%96%BC&p=2&sort=recency&boardCd=&isBoard=false,서준이아빠,2025-01-12 18:18:23,5254,46,0,"심심해서 해본 사고실험입니다.

- 이제 타게 될 차는 설정으로 FWD / RWD / AWD를 오갈 수 있습니다. 셋팅은 각 모드에 맞게 자연스럽게 되어 있습니다.
- 현재 어떤 모드로 설정되어 있는지 알 수 없고, 주행 감각만으로 알아내야 합니다.
- 이 차를 기존에 타본 적이 없고, 모드를 바꿔가면서 비교할 수도 없습니다.
- 당신은 어느 정도 주행을 해야 찍기 없이 현재 어떤 모드인지 확신할 수 있을까요?

1. 시내 주행 환경에서 코너링 없이 가감속만 해봐도 알 수 있다. (스톨 스타트 같은 건 하지 않는다고 가정)
2. + 코너링을 포함해서 일반적인 시내 주행만 해봐도 알 수 있다.
3. + 와인딩을 해보면 알 수 있다.
4. 나는 알아낼 자신이 없다.

저는 4번인데 다른 분들은 어떠신지, 알아낼 자신이 있으시다면 어떤 정보를 기준으로 아시게 될지.. 궁금합니다."
